film,oseba,vloga,mesto
2967224,215682,I,3
2967224,1134612,I,4
2967224,281945,R,1
2974918,5134,I,1
2974918,519043,I,2
2974918,1131557,I,3
2974918,565366,I,4
2974918,65608,R,1
2975578,342029,I,1
2975578,252238,I,2
2975578,1472917,I,3
2975578,760989,I,4
2975578,218621,R,1
2975590,255,I,1
2975590,147147,I,2
2975590,10736,I,3
2975590,251986,I,4
2975590,811583,R,1
2978462,151,I,1
2978462,171,I,2
2978462,1997480,I,3
2978462,4077908,I,4
2978462,1747,R,1
2980210,158,I,1
2980210,4025491,I,2
2980210,2004,I,3
2980210,924210,I,4
2980210,878756,R,1
2980472,5405,I,1
2980472,1880888,I,2
2980472,226813,I,3
2980472,5532,I,4
2980472,1073,R,1
2980516,1519666,I,1
2980516,428065,I,2
2980516,4350114,I,3
2980516,6240141,I,4
2980516,1016428,R,1
2980592,1405398,I,1
2980592,445992,I,2
2980592,2140860,I,3
2980592,601376,I,4
2980592,1417392,R,1
2980648,545,I,1
2980648,700875,I,2
2980648,2110485,I,3
2980648,3114649,I,4
2980648,2120,R,1
2980706,176981,I,1
2980706,438,I,2
2980706,100866,I,3
2980706,35664,I,4
2980706,304432,R,1
2980794,1017633,I,1
2980794,393535,I,2
2980794,6294201,I,3
2980794,6294202,I,4
2980794,1665004,R,1
2987732,1065929,I,1
2987732,378932,I,2
2987732,726257,I,3
2987732,657822,I,4
2987732,1480916,R,1
2989524,2525790,I,1
2989524,1447,I,2
2989524,321,I,3
2989524,3364779,I,4
2989524,426287,R,1
2990140,621,I,1
2990140,6081322,I,2
2990140,6237346,I,3
2990140,5029,I,4
2990140,443505,R,1
2991224,880407,I,1
2991224,639297,I,2
2991224,620351,I,3
2991224,2067091,I,4
2991224,882203,R,1
2994190,829576,I,1
2994190,1818216,I,2
2994190,1460812,I,3
2994190,2849965,I,4
2994190,972104,R,1
3001638,1231899,I,1
3001638,1325129,I,2
3001638,1982843,I,3
3001638,3973347,I,4
3001638,1293225,R,1
3007512,128,I,1
3007512,1385871,I,2
3007512,2541974,I,3
3007512,1456970,I,4
3007512,128,R,1
3011894,334882,I,1
3011894,555404,I,2
3011894,897640,I,3
3011894,823435,I,4
3011894,1167933,R,1
3011960,199,I,1
3011960,881631,I,2
3011960,811242,I,3
3011960,1725848,I,4
3011960,552565,R,1
3013602,3743617,I,1
3013602,3034680,I,2
3013602,220798,I,3
3013602,3851426,I,4
3013602,1318381,R,1
3013602,3743617,R,2
3014284,329,I,1
3014284,2002649,I,2
3014284,35488,I,3
3014284,3529685,I,4
3014284,63769,R,1
3014284,279729,R,2
3014284,517517,R,3
3014666,237711,I,1
3014666,276,I,2
3014666,5004,I,3
3014666,12081,I,4
3014666,3401779,R,1
3014666,2296528,R,2
3014866,126,I,1
3014866,5351,I,2
3014866,2933757,I,3
3014866,198,I,4
3014866,1033517,R,1
3021360,650702,I,1
3021360,935541,I,2
3021360,254760,I,3
3021360,340973,I,4
3021360,2720681,R,1
3026488,668,I,1
3026488,322407,I,2
3026488,117709,I,3
3026488,3836977,I,4
3026488,1641,R,1
3029556,2615398,I,1
3029556,297885,I,2
3029556,3191754,I,3
3029556,1328568,I,4
3029556,3311094,R,1
3029558,2615398,I,1
3029558,3191754,I,2
3029558,297885,I,3
3029558,251139,I,4
3029558,3311094,R,1
3038708,4468181,I,1
3038708,122095,I,2
3038708,7610067,I,3
3038708,1087430,I,4
3038708,1993322,R,1
3040964,5888481,I,1
3040964,195,I,2
3040964,1426,I,3
3040964,252961,I,4
3040964,269463,R,1
3042408,771713,I,1
3042408,1065929,I,2
3042408,617852,I,3
3042408,6801,I,4
3042408,2171633,R,1
3042926,436302,I,1
3042926,3606487,I,2
3042926,3912256,I,3
3042926,1224082,I,4
3042926,1894520,R,1
3045616,136,I,1
3045616,569,I,2
3045616,191,I,3
3045616,1601397,I,4
3045616,462895,R,1
3053228,5310225,I,1
3053228,628,I,2
3053228,2648903,I,3
3053228,6812490,I,4
3053228,1791902,R,1
3060492,159900,I,1
3060492,3262742,I,2
3060492,2536,I,3
3060492,913587,I,4
3060492,159900,R,1
3062096,158,I,1
3062096,428065,I,2
3062096,451234,I,3
3062096,4936,I,4
3062096,165,R,1
3063516,424216,I,1
3063516,3850986,I,2
3063516,364739,I,3
3063516,146061,I,4
3063516,871860,R,1
3064298,1128572,I,1
3064298,1239499,I,2
3064298,832792,I,3
3064298,910040,I,4
3064298,1414582,R,1
3065204,267812,I,1
3065204,933940,I,2
3065204,4068901,I,3
3065204,640323,I,4
3065204,1490123,R,1
3068194,295,I,1
3068194,1721,I,2
3068194,1882152,I,3
3068194,4563896,I,4
3068194,1775,R,1
3072482,1663205,I,1
3072482,619,I,2
3072482,2247245,I,3
3072482,1572716,I,4
3072482,5820154,R,1
3073256,5382397,I,1
3073256,5822056,I,2
3073256,4456588,I,3
3073256,2622225,I,4
3073256,5382397,R,1
3076658,430107,I,1
3076658,230,I,2
3076658,1935086,I,3
3076658,711118,I,4
3076658,3363032,R,1
3077214,1659547,I,1
3077214,240359,I,2
3077214,307,I,3
3077214,658,I,4
3077214,310673,R,1
3079380,565250,I,1
3079380,126284,I,2
3079380,179,I,3
3079380,5458,I,4
3079380,82450,R,1
3082898,1176985,I,1
3082898,3857692,I,2
3082898,2442289,I,3
3082898,241,I,4
3082898,7082,R,1
3083008,4936,I,1
3083008,1483369,I,2
3083008,133899,I,3
3083008,687146,I,4
3083008,1241,R,1
3086442,5835039,I,1
3086442,5835038,I,2
3086442,1218360,I,3
3086442,3041988,I,4
3086442,3868633,R,1
3086442,1072411,R,2
3089630,9500254,I,1
3089630,7107447,I,2
3089630,1265802,I,3
3089630,8165603,I,4
3089630,110,R,1
3089778,887769,I,1
3089778,311655,I,2
3089778,885623,I,3
3089778,2539653,I,4
3089778,378681,R,1
3095734,1395771,I,1
3095734,3994408,I,2
3095734,502073,I,3
3095734,1608,I,4
3095734,917188,R,1
3097204,3020713,I,1
3097204,118617,I,2
3097204,3002919,I,3
3097204,3022504,I,4
3097204,1720648,R,1
3097204,606597,R,2
3099498,519043,I,1
3099498,662981,I,2
3099498,5286,I,3
3099498,1270009,I,4
3099498,3620,R,1
3100274,4778,I,1
3100274,2088803,I,2
3100274,1714,I,3
3100274,884,I,4
3100274,1802093,R,1
3104988,2090422,I,1
3104988,6525901,I,2
3104988,706,I,3
3104988,2110418,I,4
3104988,160840,R,1
3110958,251986,I,1
3110958,749263,I,2
3110958,437,I,3
3110958,2002649,I,4
3110958,160840,R,1
3111426,752407,I,1
3111426,5057169,I,2
3111426,321,I,3
3111426,3860305,I,4
3111426,305017,R,1
3118452,6276713,I,1
3118452,4401508,I,2
3118452,4081721,I,3
3118452,2608927,I,4
3118452,5278146,R,1
3118452,5278427,R,2
3120280,7684864,I,1
3120280,8109082,I,2
3120280,5518972,I,3
3120280,3170207,I,4
3120280,3859682,R,1
3125324,1813221,I,1
3125324,1676649,I,2
3125324,378,I,3
3125324,418,I,4
3125324,697656,R,1
3127022,607865,I,1
3127022,631490,I,2
3127022,8137508,I,3
3127022,4835867,I,4
3127022,170043,R,1
3137630,315041,I,1
3137630,419112,I,2
3137630,7150152,I,3
3137630,3778244,I,4
3137630,315041,R,1
3138104,3849477,I,1
3138104,659143,I,2
3138104,2384265,I,3
3138104,363954,I,4
3138104,831457,R,1
3138782,149142,I,1
3138782,1699371,I,2
3138782,120270,I,3
3138782,839687,I,4
3138782,1749449,R,1
3140100,509263,I,1
3140100,267241,I,2
3140100,1561982,I,3
3140100,1399770,I,4
3140100,1031708,R,1
3142232,5899377,I,1
3142232,5305841,I,2
3142232,3124376,I,3
3142232,1689533,I,4
3142232,1287649,R,1
3142764,1084853,I,1
3142764,1599046,I,2
3142764,1421767,I,3
3142764,457410,I,4
3142764,2050878,R,1
3142872,1778096,I,1
3142872,4198135,I,2
3142872,1760353,I,3
3142872,6163029,I,4
3142872,2912689,R,1
3147312,305558,I,1
3147312,604742,I,2
3147312,6298957,I,3
3147312,1593407,I,4
3147312,190861,R,1
3148348,192377,I,1
3148348,1717573,I,2
3148348,1385922,I,3
3148348,3501831,I,4
3148348,1746948,R,1
3148502,2138653,I,1
3148502,1633541,I,2
3148502,592795,I,3
3148502,10769130,I,4
3148502,1665004,R,1
3149038,2633535,I,1
3149038,1245863,I,2
3149038,1020089,I,3
3149038,550371,I,4
3149038,2051728,R,1
3152592,287182,I,1
3152592,242,I,2
3152592,5042,I,3
3152592,1752221,I,4
3152592,148999,R,1
3152624,2154960,I,1
3152624,352778,I,2
3152624,488953,I,3
3152624,703800,I,4
3152624,31976,R,1
3155328,2159926,I,1
3155328,8906936,I,2
3155328,8906937,I,3
3155328,6857847,I,4
3155328,1846132,R,1
3164256,195,I,1
3164256,5647588,I,2
3164256,221046,I,3
3164256,246,I,4
3164256,1469,R,1
3165612,837177,I,1
3165612,1555340,I,2
3165612,1994167,I,3
3165612,1760272,I,4
3165612,2853516,R,1
3168230,5212,I,1
3168230,1473,I,2
3168230,760796,I,3
3168230,602455,I,4
3168230,174374,R,1
3169706,631490,I,1
3169706,1767,I,2
3169706,922035,I,3
3169706,175916,I,4
3169706,911334,R,1
3169770,869088,I,1
3169770,349522,I,2
3169770,617799,I,3
3169770,147308,I,4
3169770,1860649,R,1
3170832,488953,I,1
3170832,5016878,I,2
3170832,108703,I,3
3170832,187724,I,4
3170832,1049433,R,1
3170902,6849498,I,1
3170902,7210548,I,2
3170902,7210549,I,3
3170902,3484657,I,4
3170902,3578681,R,1
3171832,2389463,I,1
3171832,3586035,I,2
3171832,1669,I,3
3171832,1239499,I,4
3171832,1726691,R,1
3172532,2525790,I,1
3172532,2907,I,2
3172532,1325419,I,3
3172532,5221,I,4
3172532,1716636,R,1
3173594,2786608,I,1
3173594,1574234,I,2
3173594,1896045,I,3
3173594,4286,I,4
3173594,766112,R,1
3173910,3289096,I,1
3173910,4495174,I,2
3173910,3153204,I,3
3173910,1259084,I,4
3173910,5932553,R,1
3174376,98378,I,1
3174376,5048,I,2
3174376,5016878,I,3
3174376,1272,I,4
3174376,1093039,R,1
3175038,3289096,I,1
3175038,3601766,I,2
3175038,1299011,I,3
3175038,2337375,I,4
3175038,1887138,R,1
3177316,3310211,I,1
3177316,2016685,I,2
3177316,3193675,I,3
3177316,3813339,I,4
3177316,4074404,R,1
3179568,3239803,I,1
3179568,1679669,I,2
3179568,5052065,I,3
3179568,4950,I,4
3179568,718646,R,1
3181776,1385871,I,1
3181776,700856,I,2
3181776,151,I,3
3181776,3376647,I,4
3181776,132120,R,1
3181822,182,I,1
3181822,4554428,I,2
3181822,155693,I,3
3181822,179173,I,4
3181822,3418,R,1
3183660,1519666,I,1
3183660,2239702,I,2
3183660,837223,I,3
3183660,283945,I,4
3183660,946734,R,1
3195644,551,I,1
3195644,2640887,I,2
3195644,760151,I,3
3195644,1191481,I,4
3195644,1191481,R,1
3201640,671567,I,1
3201640,135221,I,2
3201640,6076321,I,3
3201640,6615896,I,4
3201640,1587778,R,1
3202202,1832584,I,1
3202202,1246047,I,2
3202202,3475396,I,3
3202202,2523877,I,4
3202202,2692858,R,1
3203528,855039,I,1
3203528,1588066,I,2
3203528,174403,I,3
3203528,4616554,I,4
3203528,2041,R,1
3203606,186505,I,1
3203606,178,I,2
3203606,545,I,3
3203606,127373,I,4
3203606,5366,R,1
3203616,1191,I,1
3203616,246686,I,2
3203616,114,I,3
3203616,541218,I,4
3203616,565336,R,1
3203620,1985974,I,1
3203620,7044454,I,2
3203620,176869,I,3
3203620,4055138,I,4
3203620,610219,R,1
3205376,2240346,I,1
3205376,3308569,I,2
3205376,7324744,I,3
3205376,859005,I,4
3205376,3304468,R,1
3208026,915989,I,1
3208026,3306943,I,2
3208026,1653,I,3
3208026,3456865,I,4
3208026,198472,R,1
3210686,604430,I,1
3210686,2362244,I,2
3210686,382854,I,3
3210686,771621,I,4
3210686,817895,R,1
3212232,237,I,1
3212232,5221,I,2
3212232,776040,I,3
3212232,870794,I,4
3212232,751080,R,1
3216348,1173,I,1
3216348,396924,I,2
3216348,1503432,I,3
3216348,3458761,I,4
3216348,679031,R,1
3224458,158,I,1
3224458,722629,I,2
3224458,177933,I,3
3224458,1635244,I,4
3224458,1716636,R,1
3231054,1212,I,1
3231054,271657,I,2
3231054,278752,I,3
3231054,193295,I,4
3231054,721817,R,1
3233418,520064,I,1
3233418,130,I,2
3233418,1821327,I,3
3233418,673,I,4
3233418,573732,R,1
3235888,2140860,I,1
3235888,1507857,I,2
3235888,3459140,I,3
3235888,2714273,I,4
3235888,1379002,R,1
3247714,170,I,1
3247714,112,I,2
3247714,1518,I,3
3247714,4696880,I,4
3247714,574625,R,1
3253930,349522,I,1
3253930,1666855,I,2
3253930,7102804,I,3
3253930,6960420,I,4
3253930,735705,R,1
3256226,4960279,I,1
3256226,1107001,I,2
3256226,396812,I,3
3256226,2092835,I,4
3256226,2407401,R,1
3262342,3150488,I,1
3262342,283492,I,2
3262342,7956813,I,3
3262342,567031,I,4
3262342,3699790,R,1
3262342,1364790,R,2
3263614,452860,I,1
3263614,441528,I,2
3263614,4731857,I,3
3263614,3750804,I,4
3263614,954655,R,1
3263904,158,I,1
3263904,1173,I,2
3263904,1473,I,3
3263904,536723,I,4
3263904,142,R,1
3266284,5052065,I,1
3266284,1631269,I,2
3266284,657,I,3
3266284,1416,I,4
3266284,315065,R,1
3276924,134,I,1
3276924,604742,I,2
3276924,1176985,I,3
3276924,98378,I,4
3276924,1470993,R,1
3278330,161,I,1
3278330,1993,I,2
3278330,429363,I,3
3278330,604,I,4
3278330,308520,R,1
3280262,4743361,I,1
3280262,898571,I,2
3280262,374,I,3
3280262,1875040,I,4
3280262,238841,R,1
3280916,452748,I,1
3280916,544611,I,2
3280916,560864,I,3
3280916,342881,I,4
3280916,2133655,R,1
3281548,1519680,I,1
3281548,914612,I,2
3281548,6073955,I,3
3281548,7340546,I,4
3281548,1950086,R,1
3282858,1842439,I,1
3282858,4943457,I,2
3282858,4568989,I,3
3282858,1362617,I,4
3282858,1539392,R,1
3286052,731075,I,1
3286052,2215143,I,2
3286052,2377903,I,3
3286052,1664,I,4
3286052,674020,R,1
3289712,1337,I,1
3289712,929489,I,2
3289712,256599,I,3
3289712,3501146,I,4
3289712,232858,R,1
3289724,136797,I,1
3289724,1571804,I,2
3289724,641610,I,3
3289724,5775621,I,4
3289724,709,R,1
3289728,396558,I,1
3289728,829576,I,2
3289728,520224,I,3
3289728,493013,I,4
3289728,2035886,R,1
3289956,4051,I,1
3289956,386472,I,2
3289956,1166041,I,3
3289956,568385,I,4
3289956,4217,R,1
3296658,797610,I,1
3296658,433763,I,2
3296658,100628,I,3
3296658,8197361,I,4
3296658,1963886,R,1
3296908,164809,I,1
3296908,683253,I,2
3296908,1925239,I,3
3296908,2930503,I,4
3296908,1473428,R,1
3297330,160,I,1
3297330,5064,I,2
3297330,2368789,I,3
3297330,7322542,I,4
3297330,629272,R,1
3300542,124930,I,1
3300542,1173,I,2
3300542,151,I,3
3300542,291,I,4
3300542,619836,R,1
3300980,4440340,I,1
3300980,1667,I,2
3300980,4250048,I,3
3300980,3162723,I,4
3300980,958969,R,1
3312830,323,I,1
3312830,172,I,2
3312830,1838,I,3
3312830,404,I,4
3312830,815204,R,1
3315342,413168,I,1
3315342,1772,I,2
3315342,6748436,I,3
3315342,2933542,I,4
3315342,3506,R,1
3316948,251986,I,1
3316948,829576,I,2
3316948,110168,I,3
3316948,491,I,4
3316948,1294036,R,1
3316960,194,I,1
3316960,285,I,2
3316960,829576,I,3
3316960,98378,I,4
3316960,322144,R,1
3316960,922903,R,2
3317234,2796745,I,1
3317234,2981082,I,2
3317234,2981935,I,3
3317234,1821410,I,4
3317234,1760830,R,1
3318750,1802209,I,1
3318750,126284,I,2
3318750,134072,I,3
3318750,570364,I,4
3318750,441839,R,1
3319920,160,I,1
3319920,667,I,2
3319920,914612,I,3
3319920,225460,I,4
3319920,24622,R,1
3321300,3229685,I,1
3321300,278752,I,2
3321300,383,I,3
3321300,1183224,I,4
3321300,620576,R,1
3322364,226,I,1
3322364,285,I,2
3322364,983,I,3
3322364,1556,I,4
3322364,1481618,R,1
3322420,2144007,I,1
3322420,3822770,I,2
3322420,3629863,I,3
3322420,7832790,I,4
3322420,2134474,R,1
3322892,535019,I,1
3322892,915093,I,2
3322892,3257504,I,3
3322892,4922528,I,4
3322892,1671066,R,1
3322892,1628913,R,2
3322892,476201,R,3
3322892,3554264,R,4
3322892,1281628,R,5
3322940,1782235,I,1
3322940,1834115,I,2
3322940,5569,I,3
3322940,24593,I,4
3322940,502954,R,1
3327624,534205,I,1
3327624,3876431,I,2
3327624,1292661,I,3
3327624,1047329,I,4
3327624,2325065,R,1
3332064,5920962,I,1
3332064,413168,I,2
3332064,1330560,I,3
3332064,1913734,I,4
3332064,942504,R,1
3335606,1954240,I,1
3335606,726262,I,2
3335606,352278,I,3
3335606,4750182,I,4
3335606,795153,R,1
3339674,947338,I,1
3339674,2230865,I,2
3339674,1275259,I,3
3339674,3967796,I,4
3339674,1102,R,1
3347976,2899002,I,1
3347976,2139257,I,2
3347976,654863,I,3
3347976,4407117,I,4
3347976,3252853,R,1
3347976,8466331,R,2
3348730,1432956,I,1
3348730,68551,I,2
3348730,719678,I,3
3348730,5557932,I,4
3348730,1294961,R,1
3348730,1294962,R,2
3352390,1486317,I,1
3352390,608440,I,2
3352390,1269733,I,3
3352390,2694584,I,4
3352390,894207,R,1
3361792,396558,I,1
3361792,2934314,I,2
3361792,538,I,3
3361792,1394,I,4
3361792,1933648,R,1
3369806,2006,I,1
3369806,5946818,I,2
3369806,3312554,I,3
3369806,334179,I,4
3369806,945026,R,1
3371366,242,I,1
3371366,164,I,2
3371366,241049,I,3
3371366,2652095,I,4
3371366,881,R,1
3381008,56187,I,1
3381008,835016,I,2
3381008,2313103,I,3
3381008,7534357,I,4
3381008,504642,R,1
3385516,564215,I,1
3385516,1055413,I,2
3385516,2225369,I,3
3385516,396558,I,4
3385516,1741,R,1
3385524,176869,I,1
3385524,604,I,2
3385524,376602,I,3
3385524,3616206,I,4
3385524,1580671,R,1
3387266,654648,I,1
3387266,683253,I,2
3387266,271657,I,3
3387266,202603,I,4
3387266,1392994,R,1
3387520,2292661,I,1
3387520,3585613,I,2
3387520,3513522,I,3
3387520,3641002,I,4
3387520,4217,R,1
3387542,1754059,I,1
3387542,2151126,I,2
3387542,901110,I,3
3387542,3852131,I,4
3387542,4941030,R,1
3387648,489010,I,1
3387648,708867,I,2
3387648,29391,I,3
3387648,1654820,I,4
3387648,733263,R,1
3390572,1372788,I,1
3390572,7102,I,2
3390572,3601766,I,3
3390572,1946407,I,4
3390572,80235,R,1
3393786,129,I,1
3393786,1130627,I,2
3393786,388038,I,3
3393786,460694,I,4
3393786,1880,R,1
3395184,1086384,I,1
3395184,3758734,I,2
3395184,138700,I,3
3395184,2339680,I,4
3395184,1918140,R,1
3395184,1823264,R,2
3397884,1289434,I,1
3397884,982,I,2
3397884,1125,I,3
3397884,1256532,I,4
3397884,898288,R,1
3398268,3268918,I,1
3398268,4134328,I,2
3398268,559652,I,3
3398268,855398,I,4
3398268,9985593,R,1
3398268,948488,R,2
3399024,1082477,I,1
3399024,1250,I,2
3399024,2588665,I,3
3399024,3495920,I,4
3399024,619923,R,1
3399024,865918,R,2
3401882,1084,I,1
3401882,206359,I,2
3401882,605079,I,3
3401882,376716,I,4
3401882,7193,R,1
3402236,110,I,1
3402236,4851,I,2
3402236,353,I,3
3402236,1132,I,4
3402236,110,R,1
3405236,2366974,I,1
3405236,9013144,I,2
3405236,8182498,I,3
3405236,9028637,I,4
3405236,1194320,R,1
3409392,6784754,I,1
3409392,229139,I,2
3409392,6158234,I,3
3409392,6784756,I,4
3409392,803066,R,1
3410834,940362,I,1
3410834,3772243,I,2
3410834,1099,I,3
3410834,915208,I,4
3410834,777881,R,1
3411444,1078479,I,1
3411444,571952,I,2
3411444,134072,I,3
3411444,5375420,I,4
3411444,757858,R,1
3416532,6484968,I,1
3416532,244,I,2
3416532,428065,I,3
3416532,1527905,I,4
3416532,1291105,R,1
3416536,3154303,I,1
3416536,2140860,I,2
3416536,1025139,I,3
3416536,1710309,I,4
3416536,6166094,R,1
3416742,1318596,I,1
3416742,169806,I,2
3416742,1129962,I,3
3416742,1591353,I,4
3416742,1318596,R,1
3416742,169806,R,2
3416744,781981,I,1
3416744,251986,I,2
3416744,1043,I,3
3416744,336701,I,4
3416744,1242054,R,1
3416828,5380,I,1
3416828,1459,I,2
3416828,491,I,3
3416828,917188,I,4
3416828,862211,R,1
3416828,1154886,R,2
3417422,482320,I,1
3417422,576169,I,2
3417422,5242011,I,3
3417422,6189602,I,4
3417422,2572228,R,1
3421514,200702,I,1
3421514,580101,I,2
3421514,1745743,I,3
3421514,77873,I,4
3421514,200702,R,1
3442006,98,I,1
3442006,56770,I,2
3442006,447695,I,3
3442006,941777,I,4
3442006,1400426,R,1
3442990,205626,I,1
3442990,1543989,I,2
3442990,4837701,I,3
3442990,743931,I,4
3442990,831690,R,1
3447364,3818286,I,1
3447364,2945270,I,2
3447364,4173131,I,3
3447364,7072115,I,4
3447364,1962313,R,1
3449292,1596350,I,1
3449292,2331000,I,2
3449292,6199189,I,3
3449292,3552176,I,4
3449292,576559,R,1
3450650,416673,I,1
3450650,2263115,I,2
3450650,895150,I,3
3450650,22161,I,4
3450650,275698,R,1
3450900,190,I,1
3450900,915208,I,2
3450900,913822,I,3
3450900,7322503,I,4
3450900,1814,R,1
3450958,785227,I,1
3450958,437,I,2
3450958,1872,I,3
3450958,465269,I,4
3450958,716257,R,1
3451230,6469442,I,1
3451230,5954280,I,2
3451230,4420495,I,3
3451230,5412,I,4
3451230,198755,R,1
3458254,1754059,I,1
3458254,1804,I,2
3458254,1741002,I,3
3458254,1641140,I,4
3458254,752328,R,1
3460252,168,I,1
3460252,621,I,2
3460252,492,I,3
3460252,324658,I,4
3460252,233,R,1
3461252,1243922,I,1
3461252,252753,I,2
3461252,439292,I,3
3461252,4937378,I,4
3461252,1441566,R,1
3462710,206257,I,1
3462710,1337,I,2
3462710,836176,I,3
3462710,6038328,I,4
3462710,224145,R,1
3464902,268199,I,1
3464902,1838,I,2
3464902,1875238,I,3
3464902,1469236,I,4
3464902,487166,R,1
3467412,289142,I,1
3467412,232998,I,2
3467412,3824412,I,3
3467412,1242939,I,4
3467412,900251,R,1
3469046,136797,I,1
3469046,1325419,I,2
3469046,5295,I,3
3469046,1388927,I,4
3469046,49633,R,1
3469046,1853544,R,2
3469046,3210494,R,3
3469244,451307,I,1
3469244,1229940,I,2
3469244,149837,I,3
3469244,5685980,I,4
3469244,1203138,R,1
3470600,190,I,1
3470600,702,I,2
3470600,532235,I,3
3470600,424060,I,4
3470600,1134029,R,1
3470600,2888554,R,2
3471098,1950086,I,1
3471098,160,I,2
3471098,194,I,3
3471098,748973,I,4
3471098,589182,R,1
3477064,2201881,I,1
3477064,7507051,I,2
3477064,9605867,I,3
3477064,7416542,I,4
3477064,2204103,R,1
