id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
3819668,Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',93,2015,7.3,,18664,8008363,,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans."
3824458,Tangerine,88,2015,7.1,85,23619,701837,R,A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.
3825638,Im Labyrinth des Schweigens,124,2014,7.3,62,10644,794123,R,A story that exposes the conspiracy of prominent German institutions and government branches to cover up the crimes of Nazis during World War II.
3829266,The Predator,107,2018,5.4,48,101625,51024708,R,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race."
3829920,Samo za pogumne,134,2017,7.7,72,47917,18340051,PG-13,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire."
3830162,Vojna,115,2015,7.1,81,8820,122902,R,"The story of a Danish commander, who is accused of civil murder in Afghanistan, while trying to save his squad."
3832096,Cabin Fever,99,2016,3.7,14,8139,,R,"While visiting their getaway cabin, five friends succumb to a flesh-eating disease."
3832914,War Room,120,2015,6.4,26,11964,67790117,PG,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman."
3835080,31,102,2016,5.1,35,15802,779820,R,"Five carnival workers are kidnapped and held hostage in an abandoned, hellish compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns."
3836512,Ratter,80,2015,5.7,,8816,,R,A young graduate student is tormented by a stalker who hacks into her electronic devices and monitors her every move.
3838992,Yoga Hosers,88,2016,4.3,23,10769,,PG-13,Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.
3841424,Under sandet,100,2015,7.8,75,29296,435266,R,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
3844362,Dolga noc,79,2015,6.1,65,14972,1100000,R,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on."
3846674,To All the Boys I've Loved Before,99,2018,7.2,64,67599,,,A teenage girl's secret love letters are exposed and wreak havoc on her love life.
3848892,Baby,159,2015,8.0,,49092,,,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
3850214,Dope,103,2015,7.2,72,77312,17474107,R,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure."
3850590,Krampus,98,2015,6.1,49,56165,42592530,PG-13,A boy who has a bad Christmas ends up accidentally summoning a festive demon to his family home.
3859076,Truth,125,2015,6.8,66,17311,2541554,R,"Newsroom drama detailing the 2004 CBS 60 Minutes report investigating then-President George W. Bush's military service, and the subsequent firestorm of criticism that cost anchor Dan Rather and producer Mary Mapes their careers."
3859272,Tragedy Girls,98,2017,6.0,58,7200,61899,R,"A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends."
3859304,The Bronze,100,2015,6.0,44,9195,615654,R,A foul-mouthed former gymnastics bronze medalist with local celebrity status reluctantly trains a rising Olympics aspirant.
3859310,How to Talk to Girls at Parties,102,2017,5.7,50,7872,84809,R,An alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the London suburb of Croydon.
3859980,Mohenjo Daro,155,2016,5.7,39,9656,1250765,,"In 2016 BC, a kind farmer leads an uprising in the city of Mohenjo Daro."
3860916,Cargo,105,2017,6.3,65,28927,,,"After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter."
3861390,Sloncek Dumbo,112,2019,6.3,51,45641,114766307,PG,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer."
3862750,The Perfect Guy,100,2015,5.6,36,9148,57017904,PG-13,"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
3863552,Bajrangi Bhaijaan,163,2015,8.0,,65282,8178001,,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
3864024,Lazer Team,102,2015,5.6,42,8816,1149878,PG-13,Four losers are thrust into the position of saving the world when they stumble upon a UFO crash site and become genetically equipped to the battle suit on board.
3874544,Mali šef,97,2017,6.3,50,96670,175003033,PG,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
3877674,Mænd & høns,104,2015,6.7,64,9335,30127,,"Two outcast brothers, through getting to know their unknown family, discover a horrible truth about themselves and their relatives."
3881784,Moc je v meni,119,2017,6.9,76,35005,4211129,R,"Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing."
3882082,The Boy,97,2016,6.0,42,70533,35819556,PG-13,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive."
3890160,Voznik,113,2017,7.6,86,380801,107825862,R,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
3892172,Leave No Trace,109,2018,7.2,88,36889,6046104,PG,"A father and his thirteen year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon, when a small mistake derails their lives forever."
3896198,Varuhi galaksije 2,136,2017,7.6,67,503749,389813101,PG-13,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
3896738,Hounds of Love,108,2016,6.5,73,8586,,,Vicki Maloney is randomly abducted from a suburban street by a disturbed couple. As she observes the dynamic between her captors she quickly realises she must drive a wedge between them if she is to survive.
3901826,The Breadwinner,94,2017,7.7,78,15106,312381,PG-13,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
3906082,Mary Shelley,120,2017,6.4,49,9555,97321,PG-13,"Life and facts of Mary Wollstonecraft Godwin, who at 16 met 21 year old poet Percy Shelley, resulting in the writing of Frankenstein."
3908142,The Love Witch,120,2016,6.2,82,9904,228894,,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences."
3909336,Enas allos kosmos,113,2015,7.4,61,7231,,,"In modern Greece, while socioeconomic turmoil ravages Southern Europe, three distinct stories unfold, each representing a different generation of Greeks in love with a foreigner, each story coming together in the end to form a whole."
3921314,Mohammad Rasoolollah,162,2015,7.6,,7655,,,"The events, trials and tribulations of the city of Makkah in 7th century AD."
3922798,The Siege of Jadotville,108,2016,7.3,,25308,,,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.
3922818,Vesolje med nama,120,2017,6.4,33,42723,7829766,PG-13,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be."
3923662,The Rezort,93,2015,5.3,,7776,,,"The ReZort, a safari park, offers paying guests the opportunity to kill as many zombies as they please following an outbreak."
3949660,Ninja želve: iz senc,112,2016,6.0,40,78541,82051601,PG-13,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang."
3960412,Popstar: Never Stop Never Stopping,87,2016,6.7,68,48442,9393835,R,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status."
3963816,Marauders,107,2016,5.5,42,17144,,R,"When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspiracy is at play."
3966404,Mustang,97,2015,7.6,83,31576,845464,PG-13,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged."
3967856,Okja,120,2017,7.3,75,75358,,,"A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja."
3976144,The Monster,91,2016,5.4,69,13899,,R,A mother and daughter must confront a terrifying monster when they break down on a deserted road.
3978720,Fourth Man Out,86,2015,6.7,43,8537,,,"A car mechanic in a small, working class town comes out of the closet to his unsuspecting, blue-collar best friends."
