id,naslov,dolzina,leto,ocena,opis
2358891,La grande bellezza,141,2013,7.8,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
1512235,Super,96,2010,6.8,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills."
2357291,Rio 2,101,2014,6.3,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law."
0054997,The Hustler,134,1961,8.0,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
0114694,Tomazek,97,1995,7.1,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business."
0064757,V službi njenega veličanstva,142,1969,6.8,James Bond woos a mob boss's daughter and goes undercover to uncover the true reason for Blofeld's allergy research in the Swiss Alps that involves beautiful women from around the world.
0795351,Primer st. 39,109,2009,6.2,"A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected."
0209475,Nacrtovalka porok,103,2001,5.3,Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.
0810913,Jack in Jill,91,2011,3.3,"Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave."
2387559,Dostavljalec,105,2013,6.4,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.
0105690,Oblegani,103,1992,6.5,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.
1433811,Disconnect,115,2012,7.5,A drama centered on a group of people searching for human connections in today's wired world.
0383028,Prispodoba,124,2008,7.5,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play."
1126591,Burleska,119,2010,6.4,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.
0378109,Into the Blue,110,2005,5.8,A group of divers find themselves in deep trouble with a drug lord after they come upon the illicit cargo of a sunken airplane.
0371257,Ostani,99,2005,6.9,This movie focuses on the attempts of a psychiatrist to prevent one of his patients from committing suicide while trying to maintain his own grip on reality.
2017038,Vse je izgubljeno,106,2013,6.9,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face."
0303816,Cabin Fever,93,2002,5.6,"A group of 5 college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals."
1220198,The Fourth Kind,98,2009,5.9,"A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up."
0211933,Prebujanje,84,2007,6.5,A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.
0108037,The Sandlot,101,1993,7.8,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
1336608,Rock of Ages,123,2012,5.9,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams."
1840417,Besede,102,2012,7.1,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.
0109254,Policaj z Beverly Hillsa 3,104,1994,5.5,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who shot his boss are running a counterfeit money ring out of a theme park in Los Angeles."
0017925,General,67,1926,8.2,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines."
1234719,Red Dawn,93,2012,5.4,A group of teenagers look to save their town from an invasion of North Korean soldiers.
0345950,The SpongeBob SquarePants Movie,87,2004,7.0,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.
0439815,Slither,95,2006,6.5,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
0111280,Star Trek: Generations,118,1994,6.6,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a renegade scientist willing to murder on a planetary scale in order to enter a space matrix."
0164181,Hipnoza,99,1999,7.0,"After being hypnotized by his sister in law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him."
0109813,Kremenckovi,91,1994,4.8,"In this live-action feature of the cartoon show, Fred Flintstone finally gets the job he's always wanted, but it may just come at a price."
0462465,Outlander,115,2008,6.3,"During the reign of the Vikings, Kainan, a man from a far-off world, crash lands on Earth, bringing with him an alien predator known as the Moorwen. Though both man and monster are seeking revenge for violence committed against them, Kainan leads the alliance to kill the Moorwen by fusing his advanced technology with the Viking's Iron Age weaponry."
0084503,Pink Floyd: The Wall,95,1982,8.0,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
0367089,The Squid and the Whale,81,2005,7.4,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.
1605717,Frank,95,2014,7.0,"Jon, a young wanna-be musician, discovers he's bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank."
0446059,Huo yuanjia,104,2006,7.7,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation."
5022702,Hush,81,2016,6.6,A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.
1655460,Odklop,98,2012,5.6,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules."
0787475,Kaskader Rod,88,2007,6.7,Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.
0311289,Holes,117,2003,7.0,A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
0477071,Slutnja,96,2007,5.9,"Depressed housewife learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the next day after to a world in which he is still dead."
1528071,Horns,120,2013,6.5,"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples."
2002718,Machete Kills,107,2013,5.6,The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.
1020530,Eden Lake,91,2008,6.8,"Refusing to let anything spoil their romantic weekend break, a young couple confront a gang of loutish youths with terrifyingly brutal consequences."
1974419,Neonski demon,117,2016,6.2,"An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister."
4016934,Služkinja,144,2016,8.1,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
0107798,Pelikanovo porocilo,141,1993,6.6,"A law student uncovers a conspiracy, putting herself and others in danger."
0251736,House of 1000 Corpses,89,2003,6.1,Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.
0114508,Tuja vrsta,108,1995,5.8,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
